YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q037,VALUE,17,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,,,25.3,40.2,280,,,Less than high school,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Education,Less than high school,EDU,EDUHS
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.9,35.9,,,33.4,38.5,2277,,65 or older,,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q037,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,18.6,18.6,,,10.9,29.9,75,,,,,,2 or more races,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,VALUE,42,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.4,25.4,,,22.9,28.1,1347,,,Some college or technical school,,,,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,,,30.9,46.5,330,,,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q037,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,24.9,30.5,2019,,,,,,Non-Hispanic White,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,VALUE,32,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,23.6,32.5,865,,,,,"$75,000 or greater",,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,VALUE,32,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.5,35.5,,,33.1,37.8,4052,,,High school graduate,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q037,VALUE,24,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.8,26.8,,,25.4,28.3,15226,Total,,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Total,Total,OVR,OVERALL
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.7,32.7,,,27.9,37.9,654,,,,,"$25,000 - $34,999",,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,VALUE,15,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.5,36.5,,,36,37,150949,,,College graduate,,,,,OWS,OWS1,Q037,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q047,VALUE,48,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,"$75,000 or greater",,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.3,41.3,,,38,44.7,1404,,,Less than high school,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q037,VALUE,6,Education,Less than high school,EDU,EDUHS
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,46.9,46.9,,,32.7,61.6,64,,,,,,Non-Hispanic Black,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,VALUE,38,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,27.1,42.1,228,,,,,"Less than $15,000",,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,VALUE,56,Income,"Less than $15,000",INC,INCLESS15
2018,2018,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,45.9,45.9,,,33.8,58.5,140,,,Less than high school,,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q037,VALUE,34,Education,Less than high school,EDU,EDUHS
2018,2018,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,39.3,39.3,,,34.6,44.2,820,,,,,"$15,000 - $24,999",,"(35.68094058000048, -85.77449091399967)",PA,PA1,Q047,VALUE,47,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.1,33.1,,,28.7,37.8,734,,,High school graduate,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q037,VALUE,2,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.2,31.2,,,27.6,35.1,1100,,,,,"$35,000 - $49,999",,"(37.638640123, -120.999999538)",PA,PA1,Q046,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(13.444304, 144.793731)",PA,PA1,Q047,VALUE,66,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,22.2,34.5,326,,18 - 24,,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29,29,,,26.4,31.7,7532,,,,,,American Indian/Alaska Native,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,42.9,42.9,,,35.6,50.4,975,,,,,"Less than $15,000",,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q047,VALUE,48,Income,"Less than $15,000",INC,INCLESS15
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.9,26.9,,,23.1,31.2,751,,,,,"$50,000 - $74,999",,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.2,30.2,,,27.3,33.3,1272,,25 - 34,,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q037,VALUE,53,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.3,35.3,,,30.8,40,659,,,Less than high school,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,Less than high school,EDU,EDUHS
2018,2018,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.2,39.2,,,35.2,43.2,1012,,55 - 64,,,,,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q036,VALUE,47,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.3,41.3,,,28.5,55.4,84,,,,,,American Indian/Alaska Native,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q037,VALUE,13,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,30.4,39.8,734,,,,,"Less than $15,000",,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,VALUE,53,Income,"Less than $15,000",INC,INCLESS15
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.4,31.4,,,28.4,34.6,1250,,,High school graduate,,,,"(42.27687047000046, -72.08269067499964)",PA,PA1,Q047,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.4,31.4,,,26,37.3,407,,,,,"$25,000 - $34,999",,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q037,VALUE,56,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.7,28.7,,,24.2,33.6,728,,,,,"$25,000 - $34,999",,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Income,"$25,000 - $34,999",INC,INC2535
2014,2014,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,28.6,29.2,425875,Total,,,,,,,OWS,OWS1,Q036,VALUE,59,Total,Total,OVR,OVERALL
2018,2018,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,22.1,31.3,689,,,,,"$15,000 - $24,999",,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,,,30.6,37.5,1422,,,High school graduate,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.8,39.8,,,34.8,45.1,581,,35 - 44,,,,,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,VALUE,44,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.9,24.9,,,22,28,2544,,65 or older,,,,,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q047,VALUE,15,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.2,37.2,,,30.8,44,341,,35 - 44,,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q037,VALUE,2,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.7,23.7,,,21,26.6,1042,,35 - 44,,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32,32,,,30.5,33.6,5841,Total,,,,,,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q047,VALUE,28,Total,Total,OVR,OVERALL
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,40.9,40.9,,,35.2,46.8,400,,,Less than high school,,,,"(35.47203135600046, -97.52107021399968)",PA,PA1,Q047,VALUE,40,Education,Less than high school,EDU,EDUHS
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,9.3,9.3,,,7.8,11,1758,,,College graduate,,,,"(44.39319117400049, -89.81637074199966)",PA,PA1,Q047,VALUE,55,Education,College graduate,EDU,EDUCOGRAD
2018,2018,MN,Minnesota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.2,21.2,,,16.8,26.5,377,,,,,,Asian,"(46.35564873600049, -94.79420050299967)",PA,PA1,Q047,VALUE,27,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,25.7,36,845,,,,,Data not reported,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Income,Data not reported,INC,INCNR
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,Less than high school,,,,"(18.335765, -64.896335)",OWS,OWS1,Q036,VALUE,78,Education,Less than high school,EDU,EDUHS
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.9,32.9,,,27.3,39,500,,,,,"$15,000 - $24,999",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.4,35.4,,,32.7,38.2,2352,Total,,,,,,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Total,Total,OVR,OVERALL
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,25.6,31.4,1575,,65 or older,,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.5,23.5,,,21,26.1,1747,,,,,Data not reported,,"(39.360700171000474, -111.58713063499971)",PA,PA1,Q047,VALUE,49,Income,Data not reported,INC,INCNR
